x1,x2,x3,y
28,7,37,224.84
37,2,23,186.26
34,32,21,140.50
27,20,28,185.09
32,20,20,144.17
23,22,32,179.65
31,19,23,155.05
27,22,33,187.01
2,14,1,-10.61
36,38,22,145.52
32,11,20,169.92
37,12,19,168.50
26,38,23,127.60
22,18,18,112.13
3,24,14,49.18
21,35,32,184.96
43,39,11,115.93
3,30,32,141.39
10,41,21,92.06
1,42,4,-24.31
23,7,1,45.43
5,22,33,158.82
25,27,1,46.24
27,47,30,150.90
32,24,28,169.88
3,40,33,121.84
30,43,10,61.75
32,24,33,216.60
34,10,9,107.67
29,18,9,79.98
47,6,42,284.74
17,19,44,239.28
44,35,49,294.14
45,26,45,298.04
23,38,14,79.63
1,26,46,213.70
7,1,21,123.39
3,3,14,65.24
22,5,14,118.30
13,21,26,142.64
40,6,39,273.85
23,30,33,192.36
43,12,17,159.29
29,14,4,54.89
39,36,45,249.94
6,2,43,229.17
42,19,1,64.32
47,38,10,88.20
46,47,25,180.41
48,28,33,229.40
22,26,7,70.56
21,10,13,92.66
37,3,18,164.43
29,24,49,282.93
21,12,42,244.70
16,26,3,14.12
32,34,6,56.64
5,35,29,128.34
33,11,24,175.37
19,25,19,113.80
16,5,34,179.12
39,16,45,275.97
33,37,2,39.77
37,7,21,181.96
38,24,41,276.04
47,13,32,228.93
6,7,47,231.07
10,16,22,111.72
37,37,37,225.30
10,19,28,142.39
3,45,14,34.88
40,36,42,267.18
8,12,39,196.31
34,12,38,248.02
2,1,34,168.68
32,13,22,146.17
9,3,10,60.25
49,23,16,159.09
10,24,21,104.74
13,26,36,189.23
49,34,5,89.97
9,15,34,180.28
30,15,26,167.72
28,6,36,219.14
27,42,8,55.58
37,8,38,250.56
26,4,19,157.16
29,4,33,220.83
39,41,44,270.91
27,45,16,91.15
30,10,25,176.97
31,24,15,119.72
28,29,18,99.20
2,36,48,199.16
29,43,11,47.90
4,2,8,51.86
39,41,36,209.79
31,37,33,196.54
17,33,25,131.96
42,11,21,181.89
42,36,42,256.45
18,46,45,201.97
35,39,2,51.68
29,15,11,96.97
15,17,25,147.44
38,10,21,168.42
15,10,36,186.96
8,47,33,147.14
6,25,35,150.26
34,19,22,169.77
11,4,45,223.61
42,7,10,133.63
49,2,17,160.40
34,2,36,243.50
44,35,19,135.41
21,36,44,224.09
38,29,28,184.48
15,10,9,59.61
32,49,9,65.01
47,40,21,146.38
7,39,40,151.33
3,27,2,-7.03
12,15,38,198.52
24,22,40,216.84
42,12,32,236.77
4,10,17,87.95
37,20,18,156.48
17,18,36,198.42
19,29,32,166.49
26,3,5,80.10
2,39,38,147.65
25,34,36,184.06
4,9,18,86.12
34,34,38,225.51
32,18,14,98.42
13,49,17,68.49
13,40,3,-4.00
11,34,7,20.05
13,6,8,70.21
18,27,49,255.65
6,16,30,151.12
41,40,44,265.33
43,8,26,213.33
33,33,14,115.14
38,5,26,188.91
5,24,48,235.96
34,12,27,183.91
20,6,7,67.89
28,46,26,134.13
2,44,11,23.20
8,4,33,151.46
47,17,2,89.78
15,3,28,163.66
1,23,25,105.83
19,47,38,181.38
18,29,31,140.25
44,35,42,272.48
29,30,31,166.02
3,26,8,3.52
26,12,11,103.94
3,43,29,129.45
40,3,8,99.29
22,27,40,215.81
14,23,7,25.42
14,49,37,170.82
36,46,3,44.86
27,12,25,173.40
6,49,32,124.70
36,20,31,207.56
43,22,29,208.80
20,19,41,224.24
49,31,13,125.19
38,26,48,290.29
7,39,35,146.00
35,8,46,303.50
23,2,16,123.96
39,40,38,220.78
1,8,48,233.43
37,8,16,132.17
43,7,11,126.29
25,39,27,158.57
8,2,28,150.06
47,40,18,151.61
34,36,1,50.41
45,19,37,245.46
20,10,17,123.89
23,22,29,162.79
9,8,25,130.95
46,7,40,271.66
48,47,14,123.38
46,5,8,122.81
45,49,39,233.48
39,46,20,127.19
27,16,44,268.66
33,22,16,147.13
21,13,30,178.20
23,18,46,254.33
31,27,28,172.65
2,16,30,133.64
2,13,21,87.96
18,39,48,259.77
27,24,48,286.44
7,30,36,160.88
3,42,46,182.78
19,44,38,174.73
20,28,14,77.09
5,1,42,206.63
22,2,21,142.34
18,40,6,12.75
25,26,44,233.81
30,28,19,112.76
31,40,16,100.18
35,15,18,137.52
42,44,26,155.43
18,30,42,207.95
36,35,16,124.96
36,19,47,290.14
9,28,44,210.67
25,42,33,165.40
44,33,12,132.45
34,6,29,200.61
20,36,12,65.58
4,27,34,128.82
33,43,3,54.25
41,31,5,79.25
13,6,38,211.00
5,7,38,173.39
8,47,6,-7.20
32,20,23,163.24
20,46,45,240.02
38,3,49,311.60
11,18,32,176.24
10,37,30,130.20
27,44,41,209.67
23,22,15,108.11
18,34,49,225.70
11,9,8,62.35
36,5,14,128.44
11,41,12,42.74
47,23,11,130.75
2,40,2,-37.02
41,1,2,88.22
36,4,39,273.44
32,37,25,160.76
18,43,45,209.55
41,5,33,230.50
31,7,31,210.15
44,44,30,199.30
11,23,12,73.49
16,43,41,186.41
48,5,19,182.76
32,8,30,219.18
21,29,42,228.46
48,13,23,208.47
18,18,44,225.15
35,4,20,190.48
1,16,29,140.39
20,48,5,6.78
39,9,27,223.32
41,46,29,178.82
16,46,23,99.18
4,29,35,165.11
23,40,19,120.56
47,8,1,104.06
1,24,6,13.38
28,45,4,36.93
18,20,24,131.35
29,20,37,222.71
38,7,39,245.61
47,9,30,254.33
35,47,36,180.97
3,46,49,210.40
37,44,4,66.48
30,26,4,83.99
43,2,32,250.84
17,6,2,19.22
28,35,2,29.75
15,49,9,28.39
12,30,22,100.90
41,14,34,231.24
1,39,17,31.87
37,9,25,172.67
40,13,35,234.52
11,32,30,140.60
44,47,9,90.18
11,46,24,84.20
45,17,40,252.64
38,6,32,216.04
6,9,31,136.85
19,48,24,105.81
49,49,32,209.41
31,5,3,74.09
5,17,42,208.15
12,39,21,78.69
20,28,10,55.63
44,9,23,185.68
38,18,40,242.04
28,45,6,44.56
22,22,25,152.50
28,27,12,94.61
21,9,25,161.67
22,11,25,147.25
40,41,21,149.06
19,40,37,176.10
13,32,23,116.20
18,27,19,103.62
10,34,35,155.19
8,37,8,1.06
3,13,42,206.29
40,37,12,85.82
27,4,47,292.01
21,14,34,200.06
43,25,34,227.57
15,4,5,54.59
32,14,26,161.64
3,31,7,-14.79
43,19,48,328.02
2,48,29,82.52
31,25,12,101.20
37,21,23,158.28
43,40,44,272.35
17,29,10,53.83
22,27,5,49.98
4,22,24,127.66
11,37,5,2.73
40,29,31,200.91
11,18,16,85.70
39,5,35,263.92
26,38,21,127.02
47,21,1,93.95
3,28,17,53.39
31,33,34,194.90
22,33,12,75.57
46,40,45,276.45
21,29,46,235.08
34,8,1,62.91
11,1,26,150.63
48,36,2,83.47
46,4,4,115.21
10,49,24,103.75
5,17,27,132.92
23,20,25,159.33
31,45,45,250.82
40,47,36,199.85
41,34,3,80.55
31,17,41,247.36
9,41,39,166.63
26,5,36,226.67
12,1,23,154.39
18,5,36,206.21
27,47,12,77.48
38,25,22,165.23
18,46,20,85.97
46,26,23,159.32
29,44,8,41.85
25,17,11,98.46
2,27,43,193.27
48,32,31,221.53
14,7,17,112.38
19,6,35,205.70
14,4,38,210.69
38,34,3,46.94
16,43,42,189.41
12,15,29,150.63
14,20,9,63.32
1,28,9,26.93
47,24,41,270.82
37,2,41,258.79
15,36,11,50.82
38,44,1,27.91
4,7,22,105.33
9,4,45,238.92
16,20,38,196.30
20,13,26,163.45
42,39,4,67.61
33,7,43,278.36
29,28,12,78.77
6,1,11,60.18
20,26,28,168.17
5,36,22,73.21
20,26,32,187.98
24,33,47,230.89
15,16,28,144.57
41,11,40,274.54
11,5,29,171.22
31,2,4,62.08
33,20,36,208.68
14,19,46,244.03
17,19,17,100.13
21,45,14,69.26
45,35,14,120.38
33,45,4,43.17
40,39,29,184.44
32,22,39,220.95
20,10,36,214.25
9,8,44,233.82
16,9,7,69.10
4,43,8,14.23
30,41,33,160.84
34,49,20,118.85
38,4,3,82.19
35,35,13,113.03
13,47,36,149.50
1,8,15,66.02
9,9,24,132.44
21,7,43,251.34
34,46,26,154.43
41,39,43,235.30
24,20,43,244.15
44,46,9,73.10
2,9,37,174.71
7,40,16,50.77
23,18,16,105.25
8,33,36,156.83
13,26,27,142.84
39,37,22,151.80
41,28,6,87.05
46,46,24,160.38
26,31,12,75.00
12,22,2,16.41
45,42,13,102.36
48,6,15,160.04
29,4,35,223.47
14,12,6,34.81
40,5,12,131.73
27,45,39,214.47
8,32,22,91.75
36,23,14,107.36
31,42,17,110.58
46,7,8,147.88
34,35,44,258.78
40,45,5,50.34
18,41,38,175.18
33,28,31,201.98
37,21,33,228.98
4,21,10,34.22
4,33,16,60.00
49,47,11,110.58
31,43,25,157.62
29,48,32,179.96
26,17,20,125.45
17,16,41,231.30
13,6,46,236.05
4,49,5,-8.05
43,47,16,108.27
48,40,43,266.05
6,12,27,144.91
28,25,34,189.62
8,26,45,209.76
15,24,23,123.44
47,10,49,338.96
49,25,3,84.74
15,26,42,207.26
13,3,24,147.91
3,37,30,124.57
11,48,24,79.93
37,41,17,132.33
18,18,27,147.81
40,15,29,206.38
6,7,37,183.85
49,13,34,254.24
3,15,30,150.14
38,5,5,87.43
13,17,37,194.85
27,25,6,63.93
27,1,33,225.20
17,21,48,259.61
2,42,30,102.34
34,32,13,97.35
46,11,30,226.75
7,20,3,-12.09
13,4,24,121.98
16,20,14,71.04
38,45,25,165.36
46,30,12,122.68
26,27,14,91.77
40,26,21,158.12
41,9,25,188.91
14,33,26,111.60
30,15,45,272.19
48,16,29,221.40
34,1,29,228.93
30,44,44,238.86
33,21,9,92.30
1,29,11,42.20
3,39,6,11.06
15,7,31,180.32
36,38,14,106.55
23,21,25,155.78
7,25,21,82.96
18,33,38,187.34
16,19,11,61.01
44,28,18,141.82
20,24,46,248.50
15,39,22,91.38
46,46,12,96.27
31,43,35,191.14
37,37,29,180.97
2,10,37,180.73
9,27,29,128.65
27,29,14,83.06
25,16,41,241.67
13,13,35,194.64
10,30,49,239.82
9,46,41,190.16
39,9,11,129.22
41,27,31,209.98
15,37,31,144.70
33,18,36,221.09
36,24,16,124.24
10,10,19,102.47
21,1,42,264.86
12,1,10,71.38
20,2,24,148.63
4,2,24,126.12
33,42,5,36.40
10,4,7,67.83
42,41,40,241.77
31,43,41,235.02
36,24,44,269.37
30,32,22,133.27
45,38,4,78.44
10,11,13,69.67
22,15,45,261.41
2,41,39,144.72
17,35,25,131.37
44,43,44,262.89
3,14,2,14.06
38,13,25,188.22
1,6,28,126.75
28,21,6,68.48
6,12,1,21.17
15,2,21,145.17
31,1,12,120.97
49,33,2,72.89
25,33,27,155.74
6,21,16,72.72
15,15,49,265.91
9,48,20,72.56
10,44,24,100.74
46,7,18,199.07
15,3,6,74.13
22,7,1,26.52
36,34,32,191.52
45,17,27,208.56
24,22,45,245.78
2,42,49,200.41
15,48,37,161.59
22,13,36,217.83
25,12,34,209.44
46,3,17,185.76
21,44,17,107.23
33,39,30,160.02
18,32,1,1.31
47,44,44,260.71
11,40,31,146.44
15,9,16,130.25
23,46,20,99.10
6,18,7,46.34
12,42,16,62.07
19,41,15,84.24
10,39,46,228.39
19,2,13,110.39
34,18,36,233.42
40,29,27,194.26
25,34,15,104.02
25,19,47,255.26
20,18,6,61.72
6,35,9,5.30
31,6,18,144.26
17,44,48,223.35
30,48,10,77.13
19,21,44,233.96
29,28,13,99.40
13,33,14,62.72
28,22,32,207.48
19,12,21,122.58
27,15,28,168.25
2,10,30,143.75
39,24,40,265.05
14,21,34,173.11
22,40,4,31.92
25,34,17,115.01
39,20,9,98.18
31,48,4,43.78
24,44,19,98.73
46,49,11,99.57
29,28,11,82.89
26,30,47,267.32
23,15,44,244.61
17,47,8,16.04
42,25,30,216.24
42,37,22,154.41
16,6,22,145.32
37,43,49,285.80
2,39,4,-11.21
29,29,42,245.51
36,9,28,191.14
46,4,21,202.16
25,12,7,71.82
5,33,38,176.54
36,2,31,233.13
35,18,41,258.28
42,33,6,68.37
26,23,4,59.82
22,49,9,51.75
28,17,26,167.25
46,33,8,92.05
21,39,2,12.65
5,23,13,53.38
15,23,41,207.04
18,1,45,257.86
40,29,46,274.21
31,45,34,191.26
18,24,12,87.33
46,17,38,251.58
26,34,4,33.24
27,7,9,70.93
45,17,36,242.64
22,32,29,155.25
21,26,46,237.15
29,31,37,214.52
12,12,45,228.83
1,30,31,114.37
9,12,34,169.37
2,42,38,163.44
39,4,27,199.01
21,38,38,220.73
33,29,16,124.06
28,34,26,144.22
4,13,37,178.11
9,48,5,-10.07
17,38,8,28.58
33,17,16,120.64
19,37,16,75.00
12,34,16,73.39
23,35,36,194.58
46,25,34,212.59
45,5,38,279.84
18,40,13,69.70
14,42,2,-9.91
6,48,11,22.00
23,16,45,226.68
35,17,22,168.45
23,19,43,236.55
4,12,20,90.41
39,29,24,169.60
41,43,37,226.99
42,35,41,262.11
48,36,29,208.11
32,6,41,284.31
1,21,41,190.96
2,9,4,20.62
46,46,28,176.84
44,16,40,268.90
45,5,33,249.86
17,37,22,115.10
41,1,22,181.97
1,29,39,148.58
29,35,36,199.00
10,19,35,175.25
38,16,14,128.02
9,12,30,160.95
39,21,42,285.56
4,41,36,138.36
32,3,18,133.89
46,28,26,177.45
16,46,22,89.06
19,8,19,136.71
25,47,8,39.07
49,9,33,243.94
42,37,40,251.99
42,8,25,184.17
6,29,37,173.10
34,20,3,52.45
32,27,6,64.81
30,15,12,113.66
9,41,19,76.37
19,6,41,245.20
40,35,41,250.59
46,10,30,227.56
26,31,44,244.50
5,7,35,175.98
39,13,28,202.05
46,33,18,120.79
28,35,25,146.23
17,21,42,216.43
26,31,21,142.10
36,22,24,174.61
17,23,49,262.69
49,46,38,230.26
41,6,41,271.67
9,38,35,141.46
31,44,2,15.67
38,38,27,184.71
12,35,46,227.06
38,25,38,242.99
27,46,18,89.83
31,14,34,230.59
46,48,37,230.13
22,28,42,240.45
5,7,25,131.65
5,26,41,194.14
44,38,49,284.69
45,44,20,159.96
16,9,4,53.19
28,39,19,97.07
20,28,1,-5.49
21,3,11,112.42
7,23,13,70.06
12,37,29,148.06
4,40,43,200.96
13,10,49,243.99
44,9,31,219.76
47,2,16,156.15
24,22,13,91.21
41,48,1,36.00
6,25,30,110.80
40,4,4,104.15
34,44,34,191.99
30,40,24,137.12
11,31,30,142.42
48,2,34,270.10
11,11,22,113.65
8,36,23,61.28
10,33,26,121.20
9,12,28,156.11
39,28,24,174.60
27,19,18,120.03
7,13,41,206.02
7,48,33,124.38
8,29,7,5.25
42,39,5,78.02
7,32,39,169.56
47,11,42,292.80
7,42,5,4.68
15,29,43,225.56
28,11,3,50.10
46,7,3,103.99
37,21,48,300.54
38,47,12,96.72
36,21,41,249.04
12,15,36,202.00
15,12,43,224.42
36,12,1,65.97
31,31,32,192.93
37,8,33,233.38
43,31,10,95.39
36,35,34,212.17
49,47,22,159.56
28,24,39,225.28
35,2,29,207.42
30,27,41,243.66
36,25,38,222.88
16,22,28,143.15
7,47,43,189.55
9,6,4,41.44
41,41,32,181.48
38,42,19,113.00
12,4,15,82.08
2,26,44,185.77
33,47,28,162.68
13,33,2,3.26
1,37,4,-27.55
16,38,40,190.76
6,47,14,28.88
41,35,43,264.54
17,49,7,15.29
37,40,24,162.20
40,15,32,230.43
48,42,48,304.53
21,40,47,230.70
34,47,11,75.29
7,8,15,75.51
12,45,19,89.25
33,33,38,223.45
40,17,31,214.35
16,44,48,240.74
17,46,12,47.30
6,32,28,122.31
15,16,17,116.82
24,36,5,22.42
34,5,11,128.36
23,22,24,136.48
32,46,13,71.45
23,26,36,202.89
14,46,39,176.64
34,19,46,277.16
22,45,15,78.15
5,44,47,196.39
26,29,41,226.54
16,5,23,125.05
15,39,34,163.05
10,31,34,168.74
49,32,30,213.23
21,14,19,125.84
46,3,28,225.61
46,13,22,176.08
33,14,27,185.92
37,10,11,117.68
23,41,5,42.17
2,12,9,29.34
9,10,9,46.97
32,18,37,212.22
31,49,17,90.28
17,21,42,225.14
45,8,13,146.74
12,17,41,223.54
1,18,7,11.81
30,38,47,242.57
6,35,33,145.88
47,39,36,242.01
41,46,46,272.23
17,41,29,138.51
34,34,31,193.00
34,29,48,256.86
11,9,46,258.37
28,38,37,202.90
18,29,35,175.16
13,24,30,156.85
6,45,3,-23.02
26,18,1,58.61
27,22,47,267.61
8,26,41,189.72
15,23,34,177.15
1,47,17,39.94
21,31,37,195.53
33,29,1,53.81
31,43,24,105.07
1,41,3,-24.98
18,27,28,144.48
1,34,30,114.15
8,31,19,62.15
20,20,21,123.39
19,40,43,213.26
29,45,19,112.76
18,8,34,213.81
41,20,30,200.31
42,9,30,217.40
25,44,1,4.32
27,13,3,57.41
14,1,6,44.90
3,31,32,149.39
6,36,14,50.88
14,38,36,165.18
2,39,16,52.40
31,4,22,172.57
2,10,37,198.52
37,29,13,89.11
13,17,16,100.05
19,14,23,149.63
37,37,45,256.42
39,15,2,58.54
46,32,7,87.69
32,7,28,201.29
5,27,4,2.47
28,40,6,47.82
9,7,6,49.03
34,35,18,116.64
22,9,3,41.87
21,41,14,80.32
15,20,16,93.88
28,46,7,40.78
39,32,32,212.04
21,30,10,54.39
48,28,36,256.68
36,14,17,135.86
30,43,1,1.26
8,46,17,59.03
4,46,35,141.28
38,27,29,211.93
12,27,42,213.84
30,24,32,196.97
38,37,48,278.23
9,10,12,63.55
9,1,17,116.84
27,46,35,180.66
10,26,25,99.36
12,13,30,160.61
40,44,22,141.86
33,35,31,196.15
33,34,28,172.91
44,48,2,58.51
17,22,43,226.76
45,32,36,237.81
14,37,27,129.58
43,31,48,283.12
37,23,44,273.94
18,28,39,208.42
8,40,30,127.13
2,25,4,14.10
40,2,17,162.19
29,46,19,115.98
18,46,39,180.27
14,32,24,98.64
25,19,4,45.50
34,17,18,147.34
6,33,26,103.24
2,1,1,11.00
16,20,37,191.60
42,12,17,171.01
36,14,34,222.93
16,30,9,47.14
30,43,5,32.52
31,40,40,214.75
28,4,42,235.81
48,7,44,303.18
27,3,45,266.08
2,43,9,11.73
48,35,16,130.00
47,31,42,277.20
20,16,4,43.19
11,49,29,124.53
30,37,15,90.58
44,47,47,263.15
40,2,40,285.44
13,5,47,251.14
14,48,19,86.04
29,5,3,70.90
30,27,18,132.35
35,44,11,80.42
12,4,41,225.04
42,18,30,207.60
16,19,11,49.78
8,22,31,139.83
11,6,32,189.34
14,4,10,87.74
29,12,30,210.43
45,12,5,101.73
21,47,42,203.96
35,13,21,166.68
7,38,21,73.48
20,33,34,166.60
35,6,18,149.34
27,22,18,128.82
47,7,38,287.95
34,1,32,224.76
39,39,29,191.20
6,13,18,78.23
28,42,47,251.19
21,16,8,66.33
13,32,18,78.71
15,20,17,103.35
14,26,8,37.44
15,38,26,117.89
44,5,32,246.85
45,49,9,86.46
2,43,40,171.68
28,45,31,178.80
12,12,27,141.62
45,28,33,210.90
1,33,29,110.90
14,22,30,140.51
35,33,30,190.54
42,8,29,220.47
21,6,46,264.42
1,49,45,177.88
41,25,3,55.20
6,1,12,57.03
23,44,39,199.44
10,47,14,38.06
48,32,48,303.11
27,28,28,159.42
14,13,44,228.55
3,16,36,178.39
7,38,6,-7.25
28,39,44,241.76
49,11,12,147.76
8,31,31,151.08
11,3,46,245.24
27,18,21,172.93
13,41,36,185.06
49,29,3,84.96
3,47,14,36.33
7,46,10,24.92
28,10,11,91.95
38,19,18,143.58
47,22,13,142.97
2,22,5,7.19
12,12,20,101.75
34,19,12,113.99
9,22,6,31.84
20,48,39,188.11
2,4,35,167.19
23,45,37,174.87
42,13,44,304.72
13,5,27,165.92
27,20,18,122.17
17,5,10,86.61
32,4,23,187.65
22,38,42,217.95
44,23,8,111.40
24,23,24,141.19
45,9,29,217.10
4,35,29,109.93
22,31,3,33.91
2,45,46,187.07
46,20,14,147.92
9,25,46,231.01
46,15,15,133.10
42,49,34,202.80
36,3,44,283.35
41,2,31,239.11
24,43,25,141.22
35,26,17,131.41
22,24,17,109.97
17,17,24,143.57
41,27,3,69.12
33,8,29,223.89
6,4,3,30.74
3,13,2,10.24
38,16,35,239.72
7,39,32,135.04
28,19,5,58.16
6,37,1,-29.19
12,44,20,87.31
15,9,11,82.01
3,15,15,76.14
35,25,16,148.45
26,26,31,171.85
25,23,34,203.68
13,36,9,45.23
20,39,18,90.47
37,34,2,45.21
38,46,47,284.41
49,7,10,130.58
7,16,32,151.68
25,19,23,148.24
42,30,24,170.05
42,39,16,119.05
44,17,1,58.80
18,33,5,29.23
22,37,12,81.30
36,3,42,266.35
22,10,27,172.40
19,5,3,52.13
5,8,11,54.60
7,47,47,221.10
40,32,45,265.67
49,38,7,108.42
29,49,42,229.26
21,19,45,265.15
31,41,33,169.24
42,42,26,169.39
30,11,35,226.26
26,38,28,157.16
35,43,47,262.14
23,35,44,241.70
45,37,32,210.55
8,30,21,98.30
30,8,2,57.04
33,16,28,188.07
48,14,11,145.14
36,9,6,99.33
33,15,2,51.01
30,12,25,177.95
47,26,5,90.75
4,23,38,176.68
21,15,7,57.66
30,20,47,264.25
43,20,40,267.67
44,1,33,253.69
11,43,28,118.93
9,36,12,42.16
26,18,6,63.72
49,18,7,126.69
43,15,11,139.16
46,24,10,125.41
23,30,12,68.26
46,44,40,255.53
49,19,33,230.88
38,6,48,317.66
30,41,22,117.04
3,41,2,-18.54
11,11,41,209.80
36,47,44,233.79
23,25,38,205.11
45,26,33,232.54
45,29,20,157.23
32,33,47,276.80
30,33,21,113.05
46,31,29,207.24
24,38,16,96.90
45,30,16,123.58
33,19,23,147.60
1,43,18,46.32
49,29,14,138.00
30,35,36,200.02
43,40,11,107.37
23,32,34,188.03
30,25,29,166.91
38,36,42,255.72
1,17,7,30.90
3,20,21,91.28
49,25,39,269.63
14,2,46,239.30
22,31,10,71.41
38,21,45,290.12
11,39,33,145.42
14,35,20,92.20
26,39,11,66.04
13,32,42,199.50
28,39,6,54.62
7,15,10,36.95
33,7,14,114.10
21,8,1,50.46
24,36,4,23.16
40,8,34,237.33
20,21,26,155.83
34,13,48,289.87
3,33,24,86.26
3,23,19,90.76
5,9,40,202.41
19,3,46,275.66
30,47,39,194.21
7,3,32,182.29
20,46,26,124.94
40,47,26,159.73
6,29,18,61.10
40,12,45,291.13
2,47,26,95.40
1,16,17,72.37
8,36,10,41.97
9,34,38,175.10
45,49,22,151.68
23,41,32,171.42
2,12,43,190.57
7,26,46,217.00
3,12,9,38.03
7,26,12,49.74
44,43,49,296.44
31,27,44,269.82
1,28,29,130.03
29,33,34,191.93
18,36,8,32.79
11,17,1,-3.23
29,17,9,78.80
37,7,20,171.45
16,49,44,196.90
1,6,6,24.73
18,22,19,104.81
8,41,23,91.39
44,3,48,322.51
37,42,44,241.06
19,21,47,255.41
34,24,30,191.14
18,42,42,211.87
20,3,8,63.31
34,7,33,232.42
1,23,16,50.16
44,1,2,99.20
17,19,3,21.81
31,1,15,143.18
13,40,36,160.15
7,47,39,148.63
24,47,14,81.81
3,17,22,96.21
38,7,38,251.77
10,15,34,186.29
33,5,36,240.59
11,4,26,146.53
37,32,35,210.69
46,39,42,256.93
8,35,3,-8.68
17,40,8,22.58
25,25,17,109.61
48,48,46,279.87
29,34,23,135.04
31,35,7,50.38
45,24,24,189.56
46,2,20,186.66
36,26,32,191.05
40,23,37,242.34
21,15,15,99.86
28,20,12,99.22
21,35,41,218.00
16,12,30,168.13
22,6,2,40.98
10,30,24,99.02
43,11,28,204.32
32,16,17,118.65
36,15,14,147.42
10,43,43,203.88
33,14,49,294.67
8,8,33,178.66
36,36,20,129.54
32,29,11,91.49
36,20,10,82.19
14,43,13,50.35
16,9,44,251.91
23,10,25,154.06
33,14,11,100.46
20,23,27,148.49
47,30,43,290.12
12,40,33,149.06
30,19,17,113.48
23,47,14,67.42
9,29,17,75.41
49,2,4,128.60
16,43,47,205.22
23,41,28,137.51
10,19,23,123.07
11,36,14,36.70
49,35,30,209.45
45,32,3,63.52
7,11,12,78.11
15,9,3,64.60
36,19,25,165.35
46,18,38,262.54
27,20,13,97.10
33,15,28,177.05
9,48,43,194.34
25,47,2,6.41
46,32,16,128.31
4,37,21,58.67
21,28,37,188.90
33,19,36,232.19
8,49,24,76.31
23,31,4,49.75
22,33,46,253.44
36,39,31,207.32
39,48,33,198.41
39,5,10,129.77
46,18,22,179.76
24,12,21,123.71
27,40,31,172.71
36,25,25,182.39
40,20,7,74.67
8,44,28,110.27
4,46,24,92.38
38,28,38,237.43
14,17,41,202.51
12,20,44,209.82
42,41,43,253.62
5,7,13,72.46
23,32,44,250.37
10,48,1,-15.42
49,15,23,207.75
31,28,11,83.36
15,44,16,53.52
45,14,13,141.20
7,23,45,213.04
45,28,36,246.04
46,35,42,275.64
40,45,18,129.69
32,39,20,119.21
13,26,17,79.92
41,17,47,299.97
48,44,23,160.88
16,34,16,94.99
40,33,34,236.66
48,42,44,272.92
9,46,30,125.38
44,28,38,234.28
11,48,22,81.83
9,2,4,38.27
34,7,19,146.93
4,28,19,83.39
10,29,28,138.15
27,34,37,222.02
6,19,1,2.58
13,25,24,114.09
3,22,2,-18.72
17,24,8,59.29
33,8,39,241.86
23,13,18,123.59
1,6,23,103.62
27,39,39,204.73
26,37,10,74.67
11,32,26,127.17
6,39,43,198.55
16,6,20,132.93
4,36,10,14.92
35,19,47,288.85
43,34,36,230.83
8,47,33,124.81
38,43,34,201.49
48,39,10,98.03
36,2,3,76.85
2,23,30,123.97
4,9,36,183.15
35,44,6,49.30
11,44,30,148.06
29,45,8,59.57
21,26,35,194.74
26,41,23,136.33
30,14,38,238.17
4,23,12,30.35
18,44,3,-2.55
16,12,22,133.10
27,36,31,160.78
20,21,43,228.79
3,11,1,1.91
10,17,9,53.40
31,33,43,257.37
28,30,22,141.93
25,20,22,156.34
34,33,35,225.89
25,2,40,247.77
41,19,19,186.33
3,24,20,53.58
49,44,42,258.62
21,1,18,130.38
10,47,23,104.66
40,39,14,121.95
25,42,45,227.83
49,13,32,261.51
3,1,12,53.02
27,42,32,159.20
46,10,14,150.32
24,34,11,77.32
12,7,23,140.59
23,33,42,220.04
23,40,44,225.00
24,41,9,74.09
38,36,10,95.09
8,11,36,196.23
31,42,47,239.62
47,44,44,270.43
48,9,22,190.73
47,45,21,158.89
21,4,49,273.41
48,8,23,197.90
48,12,13,143.67
16,29,44,206.38
37,22,30,191.59
46,10,24,200.06
16,14,43,226.32
45,41,25,171.73
44,36,22,165.29
7,2,30,168.05
7,15,43,211.74
5,48,14,26.84
45,45,1,44.03
30,25,3,48.69
13,7,1,14.09
12,42,48,219.83
21,49,33,154.79
43,15,35,243.46
38,43,33,190.50
32,40,2,41.00
7,36,7,17.34
2,11,32,153.34
37,37,37,215.03
9,22,39,185.90
19,45,35,165.97
48,22,21,180.77
31,28,8,64.23
32,48,33,177.44
35,7,35,232.16
1,38,45,185.47
43,29,10,101.20
37,16,11,124.55
11,20,24,118.93
17,19,12,90.87
48,27,30,216.35
1,27,35,143.45
42,10,21,173.96
15,11,43,226.81
20,38,18,110.19
40,13,26,188.05
24,37,16,97.35
18,34,32,146.27
38,8,48,299.00
13,39,28,139.41
2,27,36,148.33
4,8,4,13.59
12,31,16,72.09
35,10,45,309.11
22,21,6,62.12
49,29,33,253.82
7,45,36,147.63
3,35,38,164.01
35,36,13,91.25
27,31,12,81.14
45,5,5,111.06
29,44,42,221.21
34,43,37,204.81
35,8,7,97.93
18,16,4,37.62
22,49,47,238.05
49,6,28,210.67
26,15,3,53.13
10,31,8,19.71
43,5,31,245.21
3,30,49,232.39
35,4,43,270.67
9,19,33,157.64
32,17,6,79.00
15,46,27,125.96
15,30,3,21.91
20,16,13,83.47
10,3,12,86.64
29,35,45,239.63
4,44,17,43.40
11,22,30,160.36
